,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,No_tags
0,1096327,33966,798,882,False,False,15
1,590101,735,904,0,True,False,19
2,473988,2011,243,149,False,False,14
3,1242680,70353,1624,2684,False,False,20
4,464015,492,293,66,False,False,11
5,6106669,98612,4185,4763,False,False,22
6,5718766,127477,7134,8063,False,False,18
7,10588371,132738,8812,10847,False,False,26
8,118223,520,53,23,False,False,21
9,969030,59798,1545,2404,False,False,23
10,632747,4330,2183,2869,False,False,23
11,2348107,32834,710,1743,False,False,22
12,156085,716,53,0,True,False,20
13,472413,2611,250,174,False,False,12
14,836006,24460,180,594,False,False,25
15,89531,238,59,18,False,False,28
16,344545,25717,417,2870,False,False,11
17,35885754,829362,61195,101117,False,False,22
18,209599,14070,448,1105,False,False,30
19,2418783,97187,6146,12703,False,False,4
20,2294242,14960,1361,913,False,False,13
21,1956925,9504,938,956,False,False,29
22,387221,2159,1214,711,False,False,18
23,176472,588,52,23,False,False,3
24,238637,7975,368,1274,False,False,7
25,85432,114,91,13,False,False,28
26,249423,7861,68,364,False,False,21
27,256199,318,123,35,False,False,20
28,137438,3926,249,131,False,False,8
29,261202,1971,126,201,False,False,22
30,655660,8505,868,1361,False,False,15
31,423009,1514,347,118,False,False,7
32,33533,0,0,10,False,True,14
33,75834,160,15,9,False,False,13
34,156063,5406,534,1047,False,False,22
35,1287771,52194,253,3122,False,False,21
36,56430,244,94,43,False,False,24
37,793778,21956,1590,1661,False,False,35
38,309490,1560,200,108,False,False,33
39,334780,1307,230,744,False,False,12
40,23932,0,0,7,False,True,18
41,54861,247,20,10,False,False,28
42,1174353,20095,2517,2250,False,False,16
43,127517,3676,381,2169,False,False,14
44,255707,2267,121,338,False,False,21
45,97522,838,189,49,False,False,24
46,692359,2523,618,194,False,False,7
47,47352,2240,31,543,False,False,72
48,114466,1580,163,255,False,False,16
49,109594,790,189,145,False,False,10
50,103239,7191,91,746,False,False,25
51,150806,1311,508,740,False,False,24
52,170707,1152,178,166,False,False,14
53,77888,889,75,44,False,False,18
54,779856,14281,490,1021,False,False,10
55,154502,543,15,15,False,False,29
56,433053,938,298,119,False,False,29
57,1025941,6019,234,280,False,False,18
58,1449239,120289,3108,3296,False,False,16
59,93662,33,5,10,False,False,11
60,696515,12397,449,385,False,False,19
61,74888,663,71,14,False,False,17
62,3153224,28450,2285,3312,False,False,20
63,162637,1302,228,408,False,False,32
64,544102,13384,438,409,False,False,17
65,52312,547,25,59,False,False,6
66,90826,104,85,20,False,False,15
67,23114,0,0,0,True,True,1
68,357019,2487,219,326,False,False,23
69,117022,466,135,24,False,False,20
70,32811,48,27,1,False,False,15
71,263844,9983,677,514,False,False,23
72,202926,2057,244,896,False,False,33
73,1353040,53866,1111,2232,False,False,8
74,24700,360,30,13,False,False,14
75,24276,1,1,1,False,False,35
76,58675,226,23,30,False,False,24
77,73579,2095,84,547,False,False,11
78,65054,349,28,0,True,False,31
79,132421,3509,89,294,False,False,23
80,58019,87,31,0,True,False,16
81,12790,234,22,46,False,False,29
82,153384,29321,750,1787,False,False,39
83,75843,55,35,4,False,False,20
84,269593,3931,390,640,False,False,13
85,868921,34242,1317,4604,False,False,10
86,33523622,1634126,21082,85067,False,False,10
87,209606,3739,118,245,False,False,1
88,37616,17,0,5,False,False,21
89,482839,3978,248,848,False,False,23
90,181117,3218,222,517,False,False,24
91,146859,421,52,5,False,False,10
92,108414,3771,5349,2491,False,False,25
93,78447,241,11,13,False,False,10
94,218178,1373,214,118,False,False,28
95,103665,566,66,76,False,False,8
96,2095731,132237,1989,17518,False,False,14
97,1014724,25413,891,1030,False,False,45
98,277050,2131,113,538,False,False,18
99,109580,391,73,18,False,False,20
100,308394,5415,1833,568,False,False,10
101,298998,1260,371,0,True,False,9
102,748248,18891,1001,2078,False,False,8
103,17006,287,2,11,False,False,23
104,377572,1717,170,55,False,False,19
105,134307,1762,104,437,False,False,30
106,277839,1167,162,87,False,False,30
107,85165,244,41,16,False,False,22
108,69426,1112,125,0,True,False,8
109,2664065,2351,4169,883,False,False,14
110,16825,31,12,2,False,False,16
111,84097,352,44,47,False,False,13
112,367797,2254,605,0,True,False,12
113,315154,842,219,183,False,False,24
114,26675,540,21,75,False,False,7
115,185537,7629,734,607,False,False,22
116,66463,622,50,28,False,False,5
117,36092,106,58,3,False,False,37
118,35431,51,32,9,False,False,14
119,59708,151,37,11,False,False,19
120,182209,970,152,107,False,False,23
121,249737,1303,483,411,False,False,11
122,204351,5192,480,303,False,False,21
123,37384,164,32,6,False,False,25
124,197122,0,0,130,False,True,1
125,94383,168,18,23,False,False,4
126,353789,25657,1949,1226,False,False,20
127,121361,1364,75,78,False,False,24
128,50220,15,0,3,False,False,17
129,96306,52,75,41,False,False,5
130,31052,36,11,2,False,False,17
131,1641745,7643,702,1082,False,False,16
132,42032,243,32,104,False,False,6
133,71272,309,38,66,False,False,6
134,90034,1948,183,145,False,False,9
135,25844,1440,22,71,False,False,23
136,51575,0,0,0,True,True,40
137,71786,9067,453,5427,False,False,22
138,7125,18,0,0,False,False,6
139,158126,3477,136,435,False,False,15
140,31421,57,12,4,False,False,25
141,14018,764,9,102,False,False,4
142,15107,1090,6,133,False,False,21
143,20463,111,20,23,False,False,17
144,23082,31,12,7,False,False,1
145,19567,171,28,204,False,False,11
146,34206,24,44,21,False,False,9
147,55908,452,18,30,False,False,17
148,37786,1102,28,54,False,False,10
149,64656,392,47,83,False,False,25
150,662980,18875,2323,3995,False,False,7
151,98212,670,87,108,False,False,26
152,92089,895,137,533,False,False,16
153,63293,172,20,1,False,False,7
154,22933,83,28,17,False,False,30
155,69459,351,70,190,False,False,1
156,82449,1305,83,73,False,False,1
157,58815,131,37,3,False,False,30
158,68808,4664,99,760,False,False,24
159,103975,162,54,12,False,False,22
160,64197,904,99,130,False,False,10
161,2820328,96617,6336,12063,False,False,3
162,47328,1053,30,75,False,False,30
163,85832,423,94,120,False,False,32
164,279282,2560,292,263,False,False,17
165,62151,843,67,48,False,False,8
166,81117,1237,90,80,False,False,14
167,72644,44,44,0,True,False,1
168,81305,104,52,5,False,False,23
169,308383,20361,851,13553,False,False,16
170,1205088,65244,1435,2729,False,False,21
171,194888,4711,263,416,False,False,4
172,204389,2687,145,101,False,False,14
173,177563,292,40,20,False,False,21
174,50914,868,32,42,False,False,17
175,141759,175,46,50,False,False,10
176,60541,249,65,10,False,False,34
177,68992,2769,209,585,False,False,32
178,66231,203,42,23,False,False,8
179,206015,142,56,11,False,False,1
180,376679,1308,63,74,False,False,10
181,743321,2570,1154,294,False,False,14
182,12408,113,22,36,False,False,22
183,100662,2021,453,242,False,False,7
184,42923,908,126,92,False,False,14
185,20086,1059,28,61,False,False,5
186,14480,285,16,18,False,False,1
187,23421,181,19,24,False,False,48
188,1385906,31396,1008,1073,False,False,22
189,54848,1520,61,166,False,False,20
190,17726,887,21,96,False,False,1
191,40576,180,41,30,False,False,10
192,567803,43269,4038,2872,False,False,27
193,1651358,41670,1409,1545,False,False,15
194,1680175,1661,4078,0,True,False,19
195,857223,996,860,158,False,False,11
196,500547,19966,800,1124,False,False,30
197,343346,1283,208,62,False,False,21
198,325990,3646,60,219,False,False,16
199,680789,2701,346,233,False,False,14
200,229544,1189,160,0,True,False,12
201,988211,3079,898,253,False,False,13
202,7003332,145592,8358,9040,False,False,18
203,661348,1160,964,679,False,False,9
204,719257,77250,1749,73422,False,False,22
205,1549965,79943,1972,2923,False,False,20
206,658053,3153,269,236,False,False,25
207,591632,3231,1327,1030,False,False,18
208,692610,898,1249,540,False,False,1
209,327020,15005,606,867,False,False,14
210,311713,3861,381,569,False,False,26
211,210973,672,353,146,False,False,24
212,11805080,142237,9944,11907,False,False,26
213,69392,212,84,7,False,False,10
214,910846,5561,2953,3540,False,False,23
215,579980,54435,1542,864,False,False,23
216,332705,305,496,0,True,False,20
217,645886,37295,809,3765,False,False,11
218,2995455,43428,1037,2314,False,False,22
219,1110169,63658,1695,2545,False,False,23
220,126781,424,275,201,False,False,18
221,566770,627,311,63,False,False,20
222,237512,9427,420,964,False,False,29
223,133254,16357,238,2306,False,False,18
224,6526627,101450,4352,4822,False,False,22
225,223867,480,156,39,False,False,28
226,297211,2327,201,342,False,False,23
227,303877,1658,287,201,False,False,14
228,53290,166,372,183,False,False,19
229,123911,9576,167,936,False,False,15
230,300913,16504,719,1302,False,False,30
231,267990,2545,305,359,False,False,16
232,160856,2983,134,114,False,False,17
233,3031998,17437,1693,1170,False,False,13
234,662199,3226,348,265,False,False,12
235,231016,1157,373,420,False,False,1
236,84171,0,0,21,False,True,17
237,142890,1272,131,54,False,False,14
238,4632016,131784,9892,18284,False,False,4
239,184479,657,169,210,False,False,5
240,1574756,32539,843,3096,False,False,24
241,513503,14485,1240,721,False,False,23
242,397157,10036,557,1747,False,False,7
243,61702,273,57,34,False,False,21
244,325334,5693,159,328,False,False,1
245,129570,5706,792,790,False,False,10
246,83576,511,43,171,False,False,12
247,277287,10310,738,561,False,False,33
248,298473,11836,219,610,False,False,40
249,30969,1019,19,148,False,False,13
250,49903,105,30,7,False,False,7
251,182089,918,94,79,False,False,46
252,217750,1652,139,144,False,False,22
253,37533416,853550,62858,102740,False,False,22
254,50323,88,59,17,False,False,22
255,109639,722,139,34,False,False,23
256,911853,26144,248,698,False,False,25
257,266941,1075,150,127,False,False,29
258,55663,2869,36,641,False,False,72
259,114529,2267,90,47,False,False,13
260,259440,1324,218,135,False,False,42
261,382852,2805,165,356,False,False,21
262,150609,4076,289,169,False,False,8
263,353787,24062,510,1011,False,False,19
264,83168,134,118,44,False,False,11
265,2188675,88100,7150,24225,False,False,1
266,300412,8740,80,480,False,False,21
267,254300,233,201,6,False,False,16
268,219445,1225,126,220,False,False,33
269,1059267,21327,476,2119,False,False,24
270,202954,633,55,23,False,False,3
271,47599,3100,152,463,False,False,8
272,48944,84,74,16,False,False,25
273,101269,1805,152,199,False,False,30
274,96042,530,73,46,False,False,23
275,176363,177,100,0,True,False,31
276,144742,189,128,34,False,False,28
277,66725,807,69,23,False,False,24
278,487379,3187,727,192,False,False,16
279,4752153,48776,4615,2502,False,False,37
280,802375,10017,1062,1494,False,False,15
281,26011,839,37,123,False,False,30
282,2205764,10408,1047,1018,False,False,29
283,26395,0,0,0,True,True,1
284,1025278,14064,593,1825,False,False,30
285,151529,580,146,32,False,False,20
286,91377,449,57,62,False,False,6
287,133609,763,65,243,False,False,27
288,28816,376,31,29,False,False,24
289,103279,2083,101,220,False,False,6
290,17506,1439,30,75,False,False,10
291,103810,1193,158,93,False,False,17
292,1503131,20618,607,2676,False,False,33
293,128872,2297,59,112,False,False,10
294,17900,2210,49,240,False,False,8
295,29133,1761,54,580,False,False,23
296,37559,69,18,9,False,False,14
297,172636,885,142,76,False,False,35
298,33648,109,5,5,False,False,10
299,59182,0,0,15,False,True,14
300,97993,327,57,339,False,False,32
301,147609,1427,152,84,False,False,8
302,50655,946,35,26,False,False,18
303,50424,455,122,12,False,False,24
304,95588,359,43,80,False,False,6
305,167682,4206,461,2535,False,False,14
306,1697470,54204,311,3126,False,False,21
307,802933,2851,701,214,False,False,7
308,78408,718,103,105,False,False,22
309,1611093,58474,837,3294,False,False,33
310,103430,1034,90,53,False,False,18
311,132731,8309,120,837,False,False,25
312,23831,1380,7,63,False,False,10
313,33752,97,174,136,False,False,29
314,321291,6676,722,330,False,False,21
315,162377,245,86,8,False,False,18
316,145896,620,102,568,False,False,15
317,3897195,31125,2771,3665,False,False,20
318,29917,3598,29,179,False,False,29
319,170615,587,66,25,False,False,10
320,88114,182,24,9,False,False,13
321,248319,651,100,8,False,False,14
322,430838,812,357,345,False,False,4
323,34392,85,259,141,False,False,13
324,29839,1718,36,162,False,False,3
325,78876,8775,223,1357,False,False,18
326,57224,165,151,7,False,False,37
327,1257923,20769,2641,2298,False,False,16
328,114520,7073,56,773,False,False,8
329,97260,444,40,0,True,False,31
330,208145,1605,294,449,False,False,32
331,9548,0,0,0,True,True,5
332,16685,1073,11,167,False,False,21
333,163829,584,125,101,False,False,27
334,80936,4642,199,201,False,False,31
335,117609,2727,124,743,False,False,11
336,20237,63,10,3,False,False,16
337,37421,69,21,5,False,False,19
338,54381,226,38,34,False,False,17
339,847058,15007,533,1027,False,False,10
340,36332,457,8,29,False,False,23
341,253783,2549,296,1081,False,False,33
342,36980,70,17,6,False,False,17
343,231696,181,301,37,False,False,15
344,44914,62,34,2,False,False,15
345,46622,241,18,4,False,False,12
346,103541,86,126,8,False,False,20
347,26112,34,3,0,False,False,11
348,14529,1018,131,83,False,False,20
349,240162,3874,215,140,False,False,1
350,109000,1424,201,0,True,False,8
351,44761,905,36,45,False,False,1
352,228060,2804,165,478,False,False,30
353,219940,2924,170,369,False,False,16
354,83551,3434,73,506,False,False,17
355,109014,2432,81,53,False,False,21
356,603817,14448,481,503,False,False,17
357,51128,39,62,21,False,False,9
358,23942,1367,39,250,False,False,35
359,151604,3785,98,304,False,False,23
360,39638,69,25,15,False,False,1
361,15777,0,0,8,False,True,38
362,160759,745,65,395,False,False,27
363,127421,208,25,24,False,False,4
364,91153,384,57,38,False,False,35
365,39082222,1721384,23137,90352,False,False,10
366,46959,111,62,35,False,False,17
367,1406559,55320,1136,2229,False,False,8
368,263610,1539,263,128,False,False,28
369,42816,169,55,85,False,False,25
370,289853,4088,417,683,False,False,13
371,200516,2120,194,158,False,False,15
372,76178,327,35,0,True,False,16
373,132447,799,116,126,False,False,26
374,2509626,144816,2262,18893,False,False,14
375,65863,94,37,0,True,False,16
376,13443,51,8,9,False,False,23
377,61942,345,43,125,False,False,6
378,13530,57,3,3,False,False,6
379,63811,85,16,7,False,False,10
380,73442,0,0,0,True,True,40
381,21771,93,5,5,False,False,10
382,416539,1648,525,0,True,False,9
383,16835,234,23,50,False,False,20
384,25309,88,11,3,False,False,17
385,123931,778,101,201,False,False,25
386,42124,2094,25,80,False,False,23
387,822351,52410,5406,3615,False,False,27
388,309721,20246,792,865,False,False,31
389,2035734,46159,1807,2224,False,False,15
390,2180397,1986,5356,0,True,False,19
391,237916,686,329,154,False,False,36
392,419775,1692,292,0,True,False,12
393,563865,4920,112,326,False,False,16
394,564551,3241,1123,845,False,False,18
395,702115,23548,1050,1323,False,False,30
396,573564,20293,908,1052,False,False,14
397,220406,11716,163,1069,False,False,7
398,544075,1488,789,0,True,False,20
399,186441,258,350,29,False,False,25
400,550518,17122,1429,1044,False,False,12
401,140176,374,754,380,False,False,19
402,937224,85885,2186,83108,False,False,22
403,1029327,1177,1113,137,False,False,11
404,1145633,1422,2372,1273,False,False,1
405,432276,1455,273,75,False,False,21
406,1264275,3697,1158,275,False,False,13
407,445904,13725,1107,713,False,False,33
408,958953,4249,441,356,False,False,25
409,7848975,156489,9009,9546,False,False,18
410,893524,1413,1243,783,False,False,9
411,820541,61225,1801,1022,False,False,23
412,275893,842,478,218,False,False,24
413,431533,4779,518,676,False,False,26
414,377551,2226,194,176,False,False,22
415,748053,2887,370,273,False,False,14
416,66756,442,58,56,False,False,10
417,291634,1531,295,185,False,False,14
418,55754,114,24,7,False,False,19
419,234050,7802,1158,1042,False,False,10
420,75526,389,55,42,False,False,21
421,107663,816,93,162,False,False,33
422,520151,25136,1076,5195,False,False,6
423,1697241,83947,2120,2869,False,False,20
424,267799,2111,211,121,False,False,12
425,498607,4791,314,474,False,False,24
426,121133,809,131,50,False,False,23
427,237316,23006,378,3144,False,False,18
428,132764,359,158,14,False,False,10
429,251704,3778,198,138,False,False,17
430,179477,11683,214,1044,False,False,15
431,346979,11703,528,1115,False,False,29
432,214785,4323,299,595,False,False,16
433,110311,427,86,74,False,False,24
434,733339,39330,985,1543,False,False,19
435,447161,2791,286,410,False,False,23
436,12455134,146589,10500,12285,False,False,26
437,152194,491,322,221,False,False,18
438,738242,39857,930,3912,False,False,11
439,432006,1394,240,47,False,False,6
440,112033,317,42,172,False,False,32
441,1050556,6086,3245,3775,False,False,23
442,120738,615,64,203,False,False,12
443,72971,2676,73,137,False,False,10
444,667544,709,384,77,False,False,20
445,305430,1072,70,68,False,False,10
446,42393,438,71,111,False,False,21
447,3425289,49608,1175,2610,False,False,22
448,116779,442,86,251,False,False,5
449,45865,1241,27,182,False,False,13
450,56140,2925,50,579,False,False,72
451,261498,1823,227,77,False,False,14
452,197199,666,176,38,False,False,20
453,471296,994,306,62,False,False,21
454,735721,4193,1047,277,False,False,16
455,328125,2823,352,427,False,False,16
456,267100,548,183,42,False,False,28
457,1169578,65113,1733,2790,False,False,23
458,343905,17544,822,1350,False,False,30
459,66755,348,72,20,False,False,3
460,110478,12886,421,1482,False,False,8
461,100539,920,175,146,False,False,12
462,1011849,18214,577,1604,False,False,26
463,3417271,18692,1864,1273,False,False,13
464,112286,5452,251,284,False,False,31
465,6756057,102662,4423,4882,False,False,22
466,101653,0,0,27,False,True,17
467,153736,1387,18,516,False,False,27
468,63292,119,34,7,False,False,7
469,220176,26211,605,4144,False,False,3
470,295165,1398,509,582,False,False,1
471,26745,0,0,0,True,True,1
472,177944,1028,168,119,False,False,35
473,1717414,34163,884,3175,False,False,24
474,34000,414,22,14,False,False,22
475,51374,78,26,6,False,False,19
476,171580,1854,137,160,False,False,24
477,372722,6326,166,347,False,False,1
478,131936,535,67,80,False,False,6
479,130558,2347,131,239,False,False,6
480,62218,74,30,5,False,False,15
481,156705,2713,118,54,False,False,13
482,106403,1136,112,38,False,False,24
483,116079,24034,341,17415,False,False,17
484,160501,829,108,55,False,False,23
485,78098,1530,73,0,True,False,11
486,5086221,137820,10468,18395,False,False,4
487,725835,3395,368,284,False,False,12
488,79345,1218,53,34,False,False,18
489,201143,825,134,91,False,False,29
490,454660,10509,601,1844,False,False,7
491,419906,14642,287,883,False,False,40
492,47190,127,19,5,False,False,10
493,538702,429,802,0,True,False,20
494,1035219,12769,451,1413,False,False,30
495,16148,864,61,70,False,False,5
496,1450746,16653,830,1632,False,False,36
497,714815,37261,772,3673,False,False,8
498,50844,175,44,11,False,False,1
499,429296,1783,208,210,False,False,22
500,82675,108,36,3,False,False,14
501,40089,222,72,0,True,False,17
502,28142,40,13,6,False,False,4
503,67269,1958,74,212,False,False,31
504,74715,107,38,7,False,False,29
505,113105,1901,427,207,False,False,16
506,37528,35,26,4,False,False,23
507,61755,5192,133,947,False,False,32
508,141873,1018,168,307,False,False,3
509,73092,96,41,14,False,False,14
510,36956,442,37,29,False,False,12
511,24304,166,13,10,False,False,21
512,118592,406,105,38,False,False,27
513,45892,126,238,154,False,False,29
514,82798,509,97,668,False,False,12
515,66457,58,31,0,True,False,1
516,749448,2680,244,513,False,False,28
517,101247,157,149,50,False,False,11
518,118020,1938,197,220,False,False,30
519,293291,1411,248,156,False,False,42
520,5168203,51975,5286,2538,False,False,37
521,50358,518,38,85,False,False,8
522,15568,917,12,91,False,False,34
523,1559003,29898,884,1838,False,False,18
524,168349,2725,75,141,False,False,10
525,302706,278,246,8,False,False,16
526,83233,586,177,19,False,False,24
527,1825705,77531,4156,12025,False,False,25
528,38664360,865914,63908,103907,False,False,22
529,336643,3023,289,247,False,False,15
530,963491,26977,264,719,False,False,25
531,23191,236,47,8,False,False,3
532,43202,2755,184,165,False,False,4
533,100052,392,60,61,False,False,21
534,85576,744,107,109,False,False,22
535,536684,1126,182,22,False,False,1
536,31257,2974,72,273,False,False,8
537,16981,14,2,0,False,False,20
538,34873,774,34,154,False,False,9
539,27315,1396,39,137,False,False,5
540,124662,2679,97,59,False,False,21
541,189666,1598,185,95,False,False,8
542,2223948,76806,1169,4176,False,False,33
543,159691,202,137,35,False,False,28
544,40618,164,37,32,False,False,7
545,150152,786,80,245,False,False,27
546,38602,60,21,4,False,False,24
547,39908,2157,64,640,False,False,23
548,2325233,91111,7543,21450,False,False,1
549,59349,867,67,19,False,False,31
550,41740,100,301,153,False,False,13
551,45311,1892,42,121,False,False,12
552,130663,433,63,96,False,False,6
553,79750,288,29,30,False,False,10
554,12140,13,11,1,False,False,22
555,81301,205,227,10,False,False,37
556,35028,1672,10,70,False,False,10
557,861106,10629,1123,1551,False,False,15
558,16273,893,36,113,False,False,41
559,212451,307,117,12,False,False,18
560,38662,451,221,273,False,False,18
561,207797,638,58,24,False,False,3
562,321020,8992,82,431,False,False,21
563,98274,700,64,58,False,False,17
564,29519,0,0,0,True,True,24
565,48232,640,32,233,False,False,9
566,57717,3763,66,199,False,False,1
567,42652,4552,35,220,False,False,29
568,36875,23,10,3,False,False,16
569,20289,1221,154,95,False,False,20
570,169002,3492,306,317,False,False,15
571,2326210,10760,1089,1048,False,False,29
572,1251180,32186,455,4166,False,False,24
573,475385,860,381,356,False,False,4
574,313579,3679,237,427,False,False,16
575,378046,7197,791,282,False,False,21
576,11337,434,30,53,False,False,14
577,63374,55,44,0,False,False,13
578,96537,452,56,38,False,False,35
579,31594,119,16,6,False,False,13
580,12462,74,6,4,False,False,15
581,34498,619,31,118,False,False,14
582,10429,140,12,0,False,False,19
583,1532904,47589,3304,3848,False,False,14
584,857515,93592,2280,4997,False,False,16
585,465832,36425,947,2409,False,False,15
586,707236,31887,1635,1138,False,False,31
587,442329,27324,924,1687,False,False,12
588,252751,5802,531,3540,False,False,23
589,344305,1166,416,300,False,False,6
590,356323,1997,418,442,False,False,35
591,414721,964,629,220,False,False,36
592,293359,14169,198,1546,False,False,21
593,1013139,58355,6279,4013,False,False,27
594,212803,4134,177,274,False,False,21
595,145810,2091,292,1307,False,False,33
596,226346,1530,86,96,False,False,26
597,244455,13070,698,1242,False,False,32
598,4722974,119108,3782,6651,False,False,26
599,399285,2726,1036,2711,False,False,28
600,129356,602,233,272,False,False,22
601,2585193,40776,3499,8834,False,False,32
602,416189,2107,714,219,False,False,13
603,794338,31491,1406,5616,False,False,6
604,2485480,2216,6181,0,True,False,19
605,344362,2506,230,514,False,False,23
606,314497,9245,1455,1228,False,False,10
607,315785,2769,267,184,False,False,43
608,80969,656,35,25,False,False,27
609,304699,13652,243,1207,False,False,7
610,327487,1093,81,96,False,False,10
611,459439,2733,302,164,False,False,12
612,164658,2670,386,425,False,False,1
613,656425,5443,152,372,False,False,16
614,1192215,5127,590,427,False,False,25
615,163138,121,115,15,False,False,21
616,137704,1098,312,392,False,False,16
617,91188,1180,72,115,False,False,15
618,486018,1864,321,0,True,False,12
619,144558,752,131,98,False,False,10
620,703017,22518,1050,1196,False,False,14
621,63804,74,85,8,False,False,13
622,683585,1732,1005,0,True,False,20
623,281551,361,579,66,False,False,25
624,785987,24738,1141,1395,False,False,30
625,95416,59,90,14,False,False,16
626,1117997,50948,760,5525,False,False,12
627,489273,2572,239,178,False,False,22
628,186213,17184,602,1751,False,False,8
629,323829,4131,262,385,False,False,2
630,280824,4968,372,696,False,False,16
631,1058398,90492,2430,87723,False,False,22
632,698483,6077,405,541,False,False,24
633,416499,1763,374,203,False,False,14
634,954599,65291,1938,1030,False,False,23
635,94688,1827,55,438,False,False,19
636,78210,926,141,95,False,False,11
637,583296,1737,330,64,False,False,6
638,109261,438,66,47,False,False,21
639,1386318,3954,1259,277,False,False,13
640,173003,912,154,56,False,False,23
641,514221,14784,1242,750,False,False,33
642,138832,634,150,39,False,False,3
643,291126,4535,206,563,False,False,11
644,1096822,1247,1211,153,False,False,11
645,98579,162,47,14,False,False,19
646,957205,46301,1237,1755,False,False,19
647,471745,1545,292,80,False,False,21
648,49052,674,38,39,False,False,24
649,50574,2195,35,666,False,False,72
650,106452,989,52,30,False,False,22
651,112732,826,429,527,False,False,18
652,292845,734,178,114,False,False,24
653,59897,928,46,23,False,False,30
654,1405775,1640,2908,1444,False,False,1
655,511595,5302,593,729,False,False,26
656,62993,157,25,69,False,False,32
657,67376,468,126,410,False,False,24
658,1002809,1541,1368,799,False,False,9
659,8579861,165324,9576,10074,False,False,18
660,64250,186,123,66,False,False,28
661,318247,958,568,267,False,False,24
662,772324,2939,381,274,False,False,14
663,276313,9590,377,444,False,False,39
664,140794,410,106,61,False,False,11
665,300176,4081,231,166,False,False,17
666,249846,992,130,107,False,False,29
667,118284,646,343,567,False,False,26
668,92051,4354,147,436,False,False,27
669,127803,1913,145,8,False,False,7
670,155115,2250,551,304,False,False,16
671,107958,6868,194,1227,False,False,32
672,18747,0,0,0,True,True,1
673,102111,4778,93,537,False,False,5
674,212864,2121,160,189,False,False,24
675,168095,433,201,26,False,False,10
676,289596,25689,427,3392,False,False,18
677,37803,47,19,10,False,False,4
678,167129,847,156,62,False,False,35
679,122134,1121,176,704,False,False,1
680,1798367,86446,2179,2918,False,False,20
681,37544,174,24,0,True,False,22
682,127511,127,50,3,False,False,14
683,400000,12534,584,1206,False,False,29
684,127334,2845,109,264,False,False,31
685,201800,12508,229,1116,False,False,15
686,597836,10079,324,855,False,False,30
687,885980,4870,1241,331,False,False,16
688,143566,514,104,282,False,False,5
689,10282,952,3,18,False,False,14
690,1090890,47482,1043,4421,False,False,8
691,61604,648,177,169,False,False,7
692,481910,10747,622,1934,False,False,7
693,151713,27113,411,19692,False,False,14
694,88873,2902,87,148,False,False,10
695,36828,58,56,18,False,False,1
696,75277,0,0,0,True,True,40
697,83969,1093,68,41,False,False,19
698,100867,127,104,11,False,False,23
699,20492,697,22,85,False,False,32
700,46669,125,10,9,False,False,10
701,296049,839,234,45,False,False,20
702,75954,119,38,18,False,False,1
703,123292,961,232,431,False,False,23
704,798143,16602,308,973,False,False,25
705,164442,526,348,237,False,False,18
706,41929,1907,128,49,False,False,12
707,56117,128,110,37,False,False,9
708,793427,41314,996,4055,False,False,11
709,136107,37,12,5,False,False,19
710,49404,469,67,57,False,False,30
711,170177,641,120,98,False,False,27
712,12936568,149414,10929,12397,False,False,26
713,702815,741,402,77,False,False,20
714,44539,238,20,10,False,False,21
715,346741,2152,271,98,False,False,14
716,26795,451,20,28,False,False,19
717,145024,1434,251,379,False,False,8
718,1623989,30540,775,1243,False,False,23
719,368957,3031,393,470,False,False,16
720,6946197,103728,4496,4884,False,False,22
721,40513,594,50,22,False,False,17
722,253729,2474,35,549,False,False,25
723,101712,1426,64,41,False,False,18
724,165409,634,75,85,False,False,6
725,133517,637,73,206,False,False,12
726,3733789,54050,1286,2813,False,False,22
727,346107,32984,828,4680,False,False,3
728,389636,6858,376,933,False,False,21
729,49291,422,85,16,False,False,3
730,46826,990,83,158,False,False,6
731,183640,2986,131,54,False,False,13
732,36705,497,31,14,False,False,10
733,76490,251,67,19,False,False,1
734,292060,582,200,43,False,False,28
735,365858,18073,865,1381,False,False,30
736,25461,178,22,30,False,False,30
737,74821,88,38,5,False,False,15
738,29822,31,62,0,True,False,9
739,41040,341,58,157,False,False,16
740,3645728,19546,1980,1384,False,False,13
741,165909,576,122,32,False,False,23
742,148461,2542,156,262,False,False,6
743,469593,1836,226,217,False,False,22
744,49999,63,28,1,False,False,1
745,28816,318,29,59,False,False,22
746,64585,1200,62,187,False,False,9
747,1206433,65917,1752,2778,False,False,23
748,108728,0,0,29,False,True,17
749,43480,62,26,5,False,False,1
750,50641,1305,32,187,False,False,13
751,31856,0,0,8,False,True,20
752,16012,20,9,0,False,False,23
753,49501,2489,111,473,False,False,5
754,56936,83,29,7,False,False,19
755,143304,11876,869,3553,False,False,17
756,5392036,142006,10797,18930,False,False,4
757,1698875,18073,1013,1751,False,False,36
758,40104,170,14,12,False,False,15
759,12807,648,4,75,False,False,4
760,68014,1301,109,166,False,False,10
761,549480,433,833,0,True,False,20
762,46256,386,52,203,False,False,19
763,65537,3518,236,200,False,False,15
764,30539,1123,27,411,False,False,45
765,21852,0,0,1,False,True,13
766,82552,317,33,19,False,False,10
767,60613,481,154,231,False,False,12
768,194696,17547,223,1948,False,False,19
769,54257,128,17,76,False,False,9
770,11362,34,13,4,False,False,19
771,686550,9445,625,370,False,False,41
772,17032,321,11,98,False,False,19
